0.5	1
0.6	1
0.7	1
0.8	1
0.9	1
1	0.999999
1.1	0.999998
1.2	0.999997
1.3	0.999993
1.4	0.999988
1.5	0.99998
1.6	0.999965
1.7	0.999939
1.8	0.999891
1.9	0.999793
2	0.999552
2.1	0.998742
2.2	0.992603
2.3	0.758329
2.4	0.182822
2.5	0.0619697
2.6	0.0354537
2.7	0.0144314
2.8	0.0229065
2.9	0.0175293
3	0.00765147
3.1	0.00316047
3.2	0.00127829
3.3	0.000928348
3.4	0.00888805
3.5	0.00715011
3.6	-0.010048
3.7	0.0110582
3.8	0.00876184
3.9	-0.00463199
4	0.00412653
4.1	0.0159191
4.2	0.0187734
4.3	-0.00857345
4.4	0.0112506
4.5	-0.015248
4.6	-0.0315579
4.7	0.00268805
4.8	0.0123142
4.9	0.0157296
5	-0.00736449
